day,blob1_id,blob1_color,blob1_strategy,blob2_id,blob2_color,blob2_strategy,blob1_choice,blob2_choice,result
77,green21,green,mirror,black03,black,lstm,rock,rock,draw
77,blue14,blue,random,green22,green,mirror,rock,scissors,win
77,green23,green,mirror,green24,green,mirror,rock,scissors,win
77,red06,red,dominant,blue15,blue,random,rock,paper,loss
77,blue16,blue,random,green25,green,mirror,paper,rock,win
77,red07,red,dominant,black04,black,lstm,rock,scissors,win
77,red08,red,dominant,green26,green,mirror,scissors,scissors,draw
77,black05,black,lstm,green27,green,mirror,paper,scissors,loss
77,green28,green,mirror,red09,red,dominant,paper,rock,win
77,purple01,purple,rl,black06,black,lstm,paper,rock,win
77,green29,green,mirror,blue17,blue,random,paper,paper,draw
77,green30,green,mirror,green31,green,mirror,paper,scissors,loss
77,green32,green,mirror,green33,green,mirror,rock,paper,loss
77,blue18,blue,random,green34,green,mirror,paper,scissors,loss
77,green35,green,mirror,black07,black,lstm,rock,scissors,win
77,green36,green,mirror,green37,green,mirror,paper,paper,draw
77,blue19,blue,random,green38,green,mirror,paper,scissors,loss
77,green39,green,mirror,green40,green,mirror,scissors,rock,loss
77,red10,red,dominant,blue20,blue,random,rock,scissors,win
77,green41,green,mirror,black08,black,lstm,rock,paper,loss
77,green42,green,mirror,green43,green,mirror,scissors,rock,loss
77,green44,green,mirror,blue21,blue,random,scissors,rock,loss
77,blue22,blue,random,green45,green,mirror,rock,rock,draw
77,blue23,blue,random,blue24,blue,random,rock,scissors,win
77,green46,green,mirror,green47,green,mirror,scissors,rock,loss
77,blue25,blue,random,green48,green,mirror,scissors,paper,win
77,red11,red,dominant,blue26,blue,random,rock,scissors,win
78,red00,red,dominant,blue00,blue,random,rock,scissors,win
78,green00,green,mirror,purple00,purple,rl,scissors,paper,win
78,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
78,blue01,blue,random,green01,green,mirror,scissors,rock,loss
78,blue02,blue,random,green02,green,mirror,scissors,rock,loss
78,red01,red,dominant,green03,green,mirror,rock,paper,loss
78,blue03,blue,random,green04,green,mirror,scissors,rock,loss
78,blue04,blue,random,green05,green,mirror,rock,paper,loss
78,green06,green,mirror,red02,red,dominant,rock,rock,draw
78,green07,green,mirror,blue05,blue,random,rock,scissors,win
78,blue06,blue,random,blue07,blue,random,scissors,scissors,draw
78,green08,green,mirror,green09,green,mirror,rock,paper,loss
78,red03,red,dominant,green10,green,mirror,rock,paper,loss
78,black01,black,lstm,blue08,blue,random,rock,scissors,win
78,green11,green,mirror,green12,green,mirror,paper,rock,win
78,blue09,blue,random,red04,red,dominant,paper,rock,win
78,blue10,blue,random,green13,green,mirror,scissors,rock,loss
78,red05,red,dominant,black02,black,lstm,rock,paper,loss
78,green14,green,mirror,green15,green,mirror,paper,scissors,loss
78,green16,green,mirror,blue11,blue,random,paper,scissors,loss
78,green17,green,mirror,blue12,blue,random,rock,scissors,win
78,green18,green,mirror,green19,green,mirror,rock,paper,loss
78,green20,green,mirror,blue13,blue,random,rock,scissors,win
78,green21,green,mirror,black03,black,lstm,rock,rock,draw
78,blue14,blue,random,green22,green,mirror,scissors,scissors,draw
78,green23,green,mirror,green24,green,mirror,rock,scissors,win
78,red06,red,dominant,blue15,blue,random,rock,scissors,win
78,blue16,blue,random,green25,green,mirror,rock,rock,draw
78,red07,red,dominant,black04,black,lstm,rock,scissors,win
78,red08,red,dominant,green26,green,mirror,rock,scissors,win
78,black05,black,lstm,green27,green,mirror,paper,scissors,loss
78,green28,green,mirror,red09,red,dominant,paper,scissors,loss
78,purple01,purple,rl,black06,black,lstm,rock,rock,draw
78,green29,green,mirror,blue17,blue,random,rock,paper,loss
78,green30,green,mirror,green31,green,mirror,paper,scissors,loss
78,green32,green,mirror,green33,green,mirror,paper,paper,draw
78,blue18,blue,random,green34,green,mirror,scissors,scissors,draw
78,green35,green,mirror,black07,black,lstm,rock,scissors,win
78,green36,green,mirror,green37,green,mirror,paper,scissors,loss
78,blue19,blue,random,green38,green,mirror,paper,scissors,loss
78,green39,green,mirror,green40,green,mirror,paper,rock,win
78,red10,red,dominant,blue20,blue,random,paper,rock,win
78,green41,green,mirror,black08,black,lstm,paper,rock,win
78,green42,green,mirror,green43,green,mirror,scissors,rock,loss
78,green44,green,mirror,blue21,blue,random,paper,scissors,loss
78,blue22,blue,random,green45,green,mirror,scissors,rock,loss
78,blue23,blue,random,blue24,blue,random,scissors,scissors,draw
78,green46,green,mirror,green47,green,mirror,paper,rock,win
78,blue25,blue,random,green48,green,mirror,paper,scissors,loss
78,red11,red,dominant,blue26,blue,random,scissors,rock,loss
79,red00,red,dominant,blue00,blue,random,rock,rock,draw
79,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
79,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
79,blue01,blue,random,green01,green,mirror,scissors,rock,loss
79,blue02,blue,random,green02,green,mirror,paper,rock,win
79,red01,red,dominant,green03,green,mirror,scissors,paper,win
79,blue03,blue,random,green04,green,mirror,rock,scissors,win
79,blue04,blue,random,green05,green,mirror,paper,paper,draw
79,green06,green,mirror,red02,red,dominant,paper,rock,win
79,green07,green,mirror,blue05,blue,random,rock,scissors,win
79,blue06,blue,random,blue07,blue,random,paper,paper,draw
79,green08,green,mirror,green09,green,mirror,rock,paper,loss
79,red03,red,dominant,green10,green,mirror,paper,paper,draw
79,black01,black,lstm,blue08,blue,random,rock,rock,draw
79,green11,green,mirror,green12,green,mirror,paper,scissors,loss
79,blue09,blue,random,red04,red,dominant,rock,rock,draw
79,blue10,blue,random,green13,green,mirror,rock,rock,draw
79,red05,red,dominant,black02,black,lstm,paper,paper,draw
79,green14,green,mirror,green15,green,mirror,rock,scissors,win
79,green16,green,mirror,blue11,blue,random,scissors,scissors,draw
79,green17,green,mirror,blue12,blue,random,rock,scissors,win
79,green18,green,mirror,green19,green,mirror,paper,paper,draw
79,green20,green,mirror,blue13,blue,random,rock,scissors,win
79,green21,green,mirror,black03,black,lstm,scissors,rock,loss
79,blue14,blue,random,green22,green,mirror,paper,rock,win
79,green23,green,mirror,green24,green,mirror,rock,paper,loss
79,red06,red,dominant,blue15,blue,random,rock,rock,draw
79,blue16,blue,random,green25,green,mirror,scissors,rock,loss
79,red07,red,dominant,black04,black,lstm,paper,scissors,loss
79,red08,red,dominant,green26,green,mirror,rock,rock,draw
79,black05,black,lstm,green27,green,mirror,paper,scissors,loss
79,green28,green,mirror,red09,red,dominant,paper,scissors,loss
79,purple01,purple,rl,black06,black,lstm,rock,rock,draw
79,green29,green,mirror,blue17,blue,random,scissors,scissors,draw
79,green30,green,mirror,green31,green,mirror,rock,scissors,win
79,green32,green,mirror,green33,green,mirror,scissors,paper,win
79,blue18,blue,random,green34,green,mirror,scissors,paper,win
79,green35,green,mirror,black07,black,lstm,rock,scissors,win
79,green36,green,mirror,green37,green,mirror,paper,scissors,loss
79,blue19,blue,random,green38,green,mirror,scissors,paper,win
79,green39,green,mirror,green40,green,mirror,paper,scissors,loss
79,red10,red,dominant,blue20,blue,random,rock,paper,loss
79,green41,green,mirror,black08,black,lstm,paper,scissors,loss
79,green42,green,mirror,green43,green,mirror,paper,rock,win
79,green44,green,mirror,blue21,blue,random,paper,rock,win
79,blue22,blue,random,green45,green,mirror,paper,scissors,loss
79,blue23,blue,random,blue24,blue,random,paper,rock,win
79,green46,green,mirror,green47,green,mirror,paper,rock,win
79,blue25,blue,random,green48,green,mirror,paper,scissors,loss
79,red11,red,dominant,blue26,blue,random,rock,scissors,win
80,red00,red,dominant,blue00,blue,random,scissors,rock,loss
80,green00,green,mirror,purple00,purple,rl,scissors,paper,win
80,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
80,blue01,blue,random,green01,green,mirror,rock,rock,draw
80,blue02,blue,random,green02,green,mirror,paper,paper,draw
80,red01,red,dominant,green03,green,mirror,rock,paper,loss
80,blue03,blue,random,green04,green,mirror,paper,paper,draw
80,blue04,blue,random,green05,green,mirror,scissors,paper,win
80,green06,green,mirror,red02,red,dominant,paper,paper,draw
80,green07,green,mirror,blue05,blue,random,rock,paper,loss
80,blue06,blue,random,blue07,blue,random,rock,rock,draw
80,green08,green,mirror,green09,green,mirror,scissors,paper,win
80,red03,red,dominant,green10,green,mirror,rock,paper,loss
80,black01,black,lstm,blue08,blue,random,rock,scissors,win
80,green11,green,mirror,green12,green,mirror,paper,scissors,loss
80,blue09,blue,random,red04,red,dominant,paper,rock,win
80,blue10,blue,random,green13,green,mirror,rock,paper,loss
80,red05,red,dominant,black02,black,lstm,rock,paper,loss
80,green14,green,mirror,green15,green,mirror,rock,scissors,win
80,green16,green,mirror,blue11,blue,random,rock,paper,loss
80,green17,green,mirror,blue12,blue,random,rock,scissors,win
80,green18,green,mirror,green19,green,mirror,scissors,paper,win
80,green20,green,mirror,blue13,blue,random,rock,paper,loss
80,green21,green,mirror,black03,black,lstm,paper,rock,win
80,blue14,blue,random,green22,green,mirror,rock,paper,loss
80,green23,green,mirror,green24,green,mirror,rock,paper,loss
80,red06,red,dominant,blue15,blue,random,scissors,rock,loss
80,blue16,blue,random,green25,green,mirror,scissors,rock,loss
80,red07,red,dominant,black04,black,lstm,rock,scissors,win
80,red08,red,dominant,green26,green,mirror,scissors,rock,loss
80,black05,black,lstm,green27,green,mirror,paper,scissors,loss
80,green28,green,mirror,red09,red,dominant,rock,paper,loss
80,purple01,purple,rl,black06,black,lstm,rock,rock,draw
80,green29,green,mirror,blue17,blue,random,rock,rock,draw
80,green30,green,mirror,green31,green,mirror,rock,scissors,win
80,green32,green,mirror,green33,green,mirror,scissors,rock,loss
80,blue18,blue,random,green34,green,mirror,scissors,rock,loss
80,green35,green,mirror,black07,black,lstm,rock,scissors,win
80,green36,green,mirror,green37,green,mirror,rock,scissors,win
80,blue19,blue,random,green38,green,mirror,scissors,scissors,draw
80,green39,green,mirror,green40,green,mirror,paper,scissors,loss
80,red10,red,dominant,blue20,blue,random,rock,rock,draw
80,green41,green,mirror,black08,black,lstm,paper,scissors,loss
80,green42,green,mirror,green43,green,mirror,paper,paper,draw
80,green44,green,mirror,blue21,blue,random,paper,rock,win
80,blue22,blue,random,green45,green,mirror,paper,scissors,loss
80,blue23,blue,random,blue24,blue,random,rock,paper,loss
80,green46,green,mirror,green47,green,mirror,paper,scissors,loss
80,blue25,blue,random,green48,green,mirror,rock,scissors,win
80,red11,red,dominant,blue26,blue,random,paper,paper,draw
81,red00,red,dominant,blue00,blue,random,paper,scissors,loss
81,green00,green,mirror,purple00,purple,rl,scissors,scissors,draw
81,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
81,blue01,blue,random,green01,green,mirror,rock,paper,loss
81,blue02,blue,random,green02,green,mirror,rock,scissors,win
81,red01,red,dominant,green03,green,mirror,rock,paper,loss
81,blue03,blue,random,green04,green,mirror,scissors,rock,loss
81,blue04,blue,random,green05,green,mirror,scissors,rock,loss
81,green06,green,mirror,red02,red,dominant,paper,scissors,loss
81,green07,green,mirror,blue05,blue,random,rock,rock,draw
81,blue06,blue,random,blue07,blue,random,scissors,scissors,draw
81,green08,green,mirror,green09,green,mirror,scissors,paper,win
81,red03,red,dominant,green10,green,mirror,rock,paper,loss
81,black01,black,lstm,blue08,blue,random,rock,scissors,win
81,green11,green,mirror,green12,green,mirror,scissors,scissors,draw
81,blue09,blue,random,red04,red,dominant,scissors,scissors,draw
81,blue10,blue,random,green13,green,mirror,scissors,rock,loss
81,red05,red,dominant,black02,black,lstm,paper,paper,draw
81,green14,green,mirror,green15,green,mirror,rock,paper,loss
81,green16,green,mirror,blue11,blue,random,rock,scissors,win
81,green17,green,mirror,blue12,blue,random,rock,paper,loss
81,green18,green,mirror,green19,green,mirror,scissors,rock,loss
81,green20,green,mirror,blue13,blue,random,rock,rock,draw
81,green21,green,mirror,black03,black,lstm,paper,rock,win
81,blue14,blue,random,green22,green,mirror,scissors,rock,loss
81,green23,green,mirror,green24,green,mirror,scissors,paper,win
81,red06,red,dominant,blue15,blue,random,paper,rock,win
81,blue16,blue,random,green25,green,mirror,rock,rock,draw
81,red07,red,dominant,black04,black,lstm,scissors,scissors,draw
81,red08,red,dominant,green26,green,mirror,rock,paper,loss
81,black05,black,lstm,green27,green,mirror,paper,scissors,loss
81,green28,green,mirror,red09,red,dominant,rock,paper,loss
81,purple01,purple,rl,black06,black,lstm,paper,rock,win
81,green29,green,mirror,blue17,blue,random,scissors,scissors,draw
81,green30,green,mirror,green31,green,mirror,rock,paper,loss
81,green32,green,mirror,green33,green,mirror,scissors,rock,loss
81,blue18,blue,random,green34,green,mirror,paper,rock,win
81,green35,green,mirror,black07,black,lstm,rock,scissors,win
81,green36,green,mirror,green37,green,mirror,rock,rock,draw
81,blue19,blue,random,green38,green,mirror,paper,scissors,loss
81,green39,green,mirror,green40,green,mirror,rock,scissors,win
81,red10,red,dominant,blue20,blue,random,scissors,rock,loss
81,green41,green,mirror,black08,black,lstm,rock,rock,draw
81,green42,green,mirror,green43,green,mirror,paper,scissors,loss
81,green44,green,mirror,blue21,blue,random,paper,scissors,loss
81,blue22,blue,random,green45,green,mirror,scissors,paper,win
81,blue23,blue,random,blue24,blue,random,paper,scissors,loss
81,green46,green,mirror,green47,green,mirror,paper,scissors,loss
81,blue25,blue,random,green48,green,mirror,rock,rock,draw
81,red11,red,dominant,blue26,blue,random,rock,paper,loss
82,red00,red,dominant,blue00,blue,random,scissors,scissors,draw
82,green00,green,mirror,purple00,purple,rl,paper,scissors,loss
82,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
82,blue01,blue,random,green01,green,mirror,paper,paper,draw
82,blue02,blue,random,green02,green,mirror,paper,scissors,loss
82,red01,red,dominant,green03,green,mirror,scissors,rock,loss
82,blue03,blue,random,green04,green,mirror,rock,paper,loss
82,blue04,blue,random,green05,green,mirror,paper,paper,draw
82,green06,green,mirror,red02,red,dominant,paper,rock,win
82,green07,green,mirror,blue05,blue,random,rock,scissors,win
82,blue06,blue,random,blue07,blue,random,scissors,rock,loss
82,green08,green,mirror,green09,green,mirror,scissors,rock,loss
82,red03,red,dominant,green10,green,mirror,rock,paper,loss
82,black01,black,lstm,blue08,blue,random,rock,paper,loss
82,green11,green,mirror,green12,green,mirror,rock,scissors,win
82,blue09,blue,random,red04,red,dominant,rock,paper,loss
82,blue10,blue,random,green13,green,mirror,paper,paper,draw
82,red05,red,dominant,black02,black,lstm,rock,paper,loss
82,green14,green,mirror,green15,green,mirror,rock,paper,loss
82,green16,green,mirror,blue11,blue,random,rock,scissors,win
82,green17,green,mirror,blue12,blue,random,rock,rock,draw
82,green18,green,mirror,green19,green,mirror,scissors,rock,loss
82,green20,green,mirror,blue13,blue,random,rock,rock,draw
82,green21,green,mirror,black03,black,lstm,paper,scissors,loss
82,blue14,blue,random,green22,green,mirror,rock,paper,loss
82,green23,green,mirror,green24,green,mirror,scissors,rock,loss
82,red06,red,dominant,blue15,blue,random,rock,rock,draw
82,blue16,blue,random,green25,green,mirror,rock,rock,draw
82,red07,red,dominant,black04,black,lstm,rock,scissors,win
82,red08,red,dominant,green26,green,mirror,scissors,scissors,draw
82,black05,black,lstm,green27,green,mirror,paper,scissors,loss
82,green28,green,mirror,red09,red,dominant,paper,paper,draw
82,purple01,purple,rl,black06,black,lstm,paper,rock,win
82,green29,green,mirror,blue17,blue,random,rock,paper,loss
82,green30,green,mirror,green31,green,mirror,rock,paper,loss
82,green32,green,mirror,green33,green,mirror,rock,rock,draw
82,blue18,blue,random,green34,green,mirror,rock,rock,draw
82,green35,green,mirror,black07,black,lstm,rock,scissors,win
82,green36,green,mirror,green37,green,mirror,rock,paper,loss
82,blue19,blue,random,green38,green,mirror,scissors,rock,loss
82,green39,green,mirror,green40,green,mirror,rock,rock,draw
82,red10,red,dominant,blue20,blue,random,rock,paper,loss
82,green41,green,mirror,black08,black,lstm,paper,scissors,loss
82,green42,green,mirror,green43,green,mirror,paper,scissors,loss
82,green44,green,mirror,blue21,blue,random,scissors,paper,win
82,blue22,blue,random,green45,green,mirror,rock,scissors,win
82,blue23,blue,random,blue24,blue,random,scissors,paper,win
82,green46,green,mirror,green47,green,mirror,paper,scissors,loss
82,blue25,blue,random,green48,green,mirror,scissors,paper,win
82,red11,red,dominant,blue26,blue,random,rock,scissors,win
83,red00,red,dominant,blue00,blue,random,paper,paper,draw
83,green00,green,mirror,purple00,purple,rl,rock,scissors,win
83,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
83,blue01,blue,random,green01,green,mirror,rock,paper,loss
83,blue02,blue,random,green02,green,mirror,paper,scissors,loss
83,red01,red,dominant,green03,green,mirror,paper,paper,draw
83,blue03,blue,random,green04,green,mirror,rock,paper,loss
83,blue04,blue,random,green05,green,mirror,rock,rock,draw
83,green06,green,mirror,red02,red,dominant,paper,scissors,loss
83,green07,green,mirror,blue05,blue,random,rock,scissors,win
83,blue06,blue,random,blue07,blue,random,paper,rock,win
83,green08,green,mirror,green09,green,mirror,scissors,rock,loss
83,red03,red,dominant,green10,green,mirror,rock,paper,loss
83,black01,black,lstm,blue08,blue,random,rock,paper,loss
83,green11,green,mirror,green12,green,mirror,rock,paper,loss
83,blue09,blue,random,red04,red,dominant,rock,paper,loss
83,blue10,blue,random,green13,green,mirror,rock,paper,loss
83,red05,red,dominant,black02,black,lstm,scissors,paper,win
83,green14,green,mirror,green15,green,mirror,rock,paper,loss
83,green16,green,mirror,blue11,blue,random,rock,paper,loss
83,green17,green,mirror,blue12,blue,random,rock,paper,loss
83,green18,green,mirror,green19,green,mirror,scissors,rock,loss
83,green20,green,mirror,blue13,blue,random,paper,paper,draw
83,green21,green,mirror,black03,black,lstm,paper,scissors,loss
83,blue14,blue,random,green22,green,mirror,paper,paper,draw
83,green23,green,mirror,green24,green,mirror,scissors,rock,loss
83,red06,red,dominant,blue15,blue,random,rock,scissors,win
83,blue16,blue,random,green25,green,mirror,rock,paper,loss
83,red07,red,dominant,black04,black,lstm,rock,scissors,win
83,red08,red,dominant,green26,green,mirror,rock,paper,loss
83,black05,black,lstm,green27,green,mirror,paper,scissors,loss
83,green28,green,mirror,red09,red,dominant,scissors,rock,loss
83,purple01,purple,rl,black06,black,lstm,paper,rock,win
83,green29,green,mirror,blue17,blue,random,rock,paper,loss
83,green30,green,mirror,green31,green,mirror,paper,paper,draw
83,green32,green,mirror,green33,green,mirror,paper,rock,win
83,blue18,blue,random,green34,green,mirror,paper,scissors,loss
83,green35,green,mirror,black07,black,lstm,rock,scissors,win
83,green36,green,mirror,green37,green,mirror,rock,paper,loss
83,blue19,blue,random,green38,green,mirror,paper,paper,draw
83,green39,green,mirror,green40,green,mirror,rock,paper,loss
83,red10,red,dominant,blue20,blue,random,rock,paper,loss
83,green41,green,mirror,black08,black,lstm,rock,rock,draw
83,green42,green,mirror,green43,green,mirror,rock,scissors,win
83,green44,green,mirror,blue21,blue,random,paper,scissors,loss
83,blue22,blue,random,green45,green,mirror,rock,paper,loss
83,blue23,blue,random,blue24,blue,random,scissors,paper,win
83,green46,green,mirror,green47,green,mirror,rock,scissors,win
83,blue25,blue,random,green48,green,mirror,paper,paper,draw
83,red11,red,dominant,blue26,blue,random,scissors,paper,win
84,red00,red,dominant,blue00,blue,random,scissors,scissors,draw
84,green00,green,mirror,purple00,purple,rl,rock,scissors,win
84,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
84,blue01,blue,random,green01,green,mirror,scissors,paper,win
84,blue02,blue,random,green02,green,mirror,paper,scissors,loss
84,red01,red,dominant,green03,green,mirror,rock,paper,loss
84,blue03,blue,random,green04,green,mirror,scissors,rock,loss
84,blue04,blue,random,green05,green,mirror,paper,scissors,loss
84,green06,green,mirror,red02,red,dominant,rock,paper,loss
84,green07,green,mirror,blue05,blue,random,rock,scissors,win
84,blue06,blue,random,blue07,blue,random,paper,rock,win
84,green08,green,mirror,green09,green,mirror,paper,rock,win
84,red03,red,dominant,green10,green,mirror,rock,paper,loss
84,black01,black,lstm,blue08,blue,random,rock,scissors,win
84,green11,green,mirror,green12,green,mirror,rock,paper,loss
84,blue09,blue,random,red04,red,dominant,scissors,rock,loss
84,blue10,blue,random,green13,green,mirror,scissors,rock,loss
84,red05,red,dominant,black02,black,lstm,paper,paper,draw
84,green14,green,mirror,green15,green,mirror,scissors,paper,win
84,green16,green,mirror,blue11,blue,random,paper,scissors,loss
84,green17,green,mirror,blue12,blue,random,scissors,paper,win
84,green18,green,mirror,green19,green,mirror,paper,rock,win
84,green20,green,mirror,blue13,blue,random,rock,paper,loss
84,green21,green,mirror,black03,black,lstm,scissors,rock,loss
84,blue14,blue,random,green22,green,mirror,paper,scissors,loss
84,green23,green,mirror,green24,green,mirror,paper,rock,win
84,red06,red,dominant,blue15,blue,random,rock,rock,draw
84,blue16,blue,random,green25,green,mirror,rock,paper,loss
84,red07,red,dominant,black04,black,lstm,scissors,scissors,draw
84,red08,red,dominant,green26,green,mirror,rock,paper,loss
84,black05,black,lstm,green27,green,mirror,paper,scissors,loss
84,green28,green,mirror,red09,red,dominant,scissors,rock,loss
84,purple01,purple,rl,black06,black,lstm,paper,rock,win
84,green29,green,mirror,blue17,blue,random,scissors,paper,win
84,green30,green,mirror,green31,green,mirror,scissors,paper,win
84,green32,green,mirror,green33,green,mirror,paper,scissors,loss
84,blue18,blue,random,green34,green,mirror,scissors,scissors,draw
84,green35,green,mirror,black07,black,lstm,rock,scissors,win
84,green36,green,mirror,green37,green,mirror,scissors,paper,win
84,blue19,blue,random,green38,green,mirror,scissors,rock,loss
84,green39,green,mirror,green40,green,mirror,rock,paper,loss
84,red10,red,dominant,blue20,blue,random,paper,rock,win
84,green41,green,mirror,black08,black,lstm,rock,rock,draw
84,green42,green,mirror,green43,green,mirror,rock,scissors,win
84,green44,green,mirror,blue21,blue,random,rock,rock,draw
84,blue22,blue,random,green45,green,mirror,rock,paper,loss
84,blue23,blue,random,blue24,blue,random,paper,scissors,loss
84,green46,green,mirror,green47,green,mirror,rock,scissors,win
84,blue25,blue,random,green48,green,mirror,scissors,rock,loss
84,red11,red,dominant,blue26,blue,random,rock,scissors,win
85,red00,red,dominant,blue00,blue,random,rock,scissors,win
85,green00,green,mirror,purple00,purple,rl,rock,rock,draw
85,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
85,blue01,blue,random,green01,green,mirror,paper,scissors,loss
85,blue02,blue,random,green02,green,mirror,rock,scissors,win
85,red01,red,dominant,green03,green,mirror,paper,scissors,loss
85,blue03,blue,random,green04,green,mirror,paper,paper,draw
85,blue04,blue,random,green05,green,mirror,rock,rock,draw
85,green06,green,mirror,red02,red,dominant,rock,scissors,win
85,green07,green,mirror,blue05,blue,random,rock,paper,loss
85,blue06,blue,random,blue07,blue,random,paper,rock,win
85,green08,green,mirror,green09,green,mirror,paper,rock,win
85,red03,red,dominant,green10,green,mirror,rock,paper,loss
85,black01,black,lstm,blue08,blue,random,rock,paper,loss
85,green11,green,mirror,green12,green,mirror,scissors,paper,win
85,blue09,blue,random,red04,red,dominant,rock,scissors,win
85,blue10,blue,random,green13,green,mirror,scissors,rock,loss
85,red05,red,dominant,black02,black,lstm,paper,paper,draw
85,green14,green,mirror,green15,green,mirror,scissors,paper,win
85,green16,green,mirror,blue11,blue,random,rock,paper,loss
85,green17,green,mirror,blue12,blue,random,scissors,scissors,draw
85,green18,green,mirror,green19,green,mirror,paper,paper,draw
85,green20,green,mirror,blue13,blue,random,rock,paper,loss
85,green21,green,mirror,black03,black,lstm,scissors,rock,loss
85,blue14,blue,random,green22,green,mirror,scissors,scissors,draw
85,green23,green,mirror,green24,green,mirror,paper,paper,draw
85,red06,red,dominant,blue15,blue,random,paper,paper,draw
85,blue16,blue,random,green25,green,mirror,paper,paper,draw
85,red07,red,dominant,black04,black,lstm,paper,scissors,loss
85,red08,red,dominant,green26,green,mirror,scissors,paper,win
85,black05,black,lstm,green27,green,mirror,paper,scissors,loss
85,green28,green,mirror,red09,red,dominant,scissors,scissors,draw
85,purple01,purple,rl,black06,black,lstm,paper,rock,win
85,green29,green,mirror,blue17,blue,random,scissors,scissors,draw
85,green30,green,mirror,green31,green,mirror,scissors,rock,loss
85,green32,green,mirror,green33,green,mirror,paper,scissors,loss
85,blue18,blue,random,green34,green,mirror,scissors,rock,loss
85,green35,green,mirror,black07,black,lstm,rock,scissors,win
85,green36,green,mirror,green37,green,mirror,scissors,scissors,draw
85,blue19,blue,random,green38,green,mirror,rock,rock,draw
85,green39,green,mirror,green40,green,mirror,scissors,paper,win
85,red10,red,dominant,blue20,blue,random,rock,rock,draw
85,green41,green,mirror,black08,black,lstm,paper,rock,win
85,green42,green,mirror,green43,green,mirror,rock,paper,loss
85,green44,green,mirror,blue21,blue,random,rock,scissors,win
85,blue22,blue,random,green45,green,mirror,scissors,paper,win
85,blue23,blue,random,blue24,blue,random,paper,rock,win
85,green46,green,mirror,green47,green,mirror,rock,paper,loss
85,blue25,blue,random,green48,green,mirror,paper,scissors,loss
85,red11,red,dominant,blue26,blue,random,rock,scissors,win
86,red00,red,dominant,blue00,blue,random,rock,rock,draw
86,green00,green,mirror,purple00,purple,rl,rock,rock,draw
86,orange00,orange,mlp,black00,black,lstm,scissors,rock,loss
86,blue01,blue,random,green01,green,mirror,scissors,rock,loss
86,blue02,blue,random,green02,green,mirror,paper,scissors,loss
86,red01,red,dominant,green03,green,mirror,scissors,scissors,draw
86,blue03,blue,random,green04,green,mirror,paper,scissors,loss
86,blue04,blue,random,green05,green,mirror,scissors,paper,win
86,green06,green,mirror,red02,red,dominant,rock,rock,draw
86,green07,green,mirror,blue05,blue,random,rock,paper,loss
86,blue06,blue,random,blue07,blue,random,scissors,scissors,draw
86,green08,green,mirror,green09,green,mirror,paper,scissors,loss
86,red03,red,dominant,green10,green,mirror,scissors,paper,win
86,black01,black,lstm,blue08,blue,random,rock,scissors,win
86,green11,green,mirror,green12,green,mirror,scissors,scissors,draw
86,blue09,blue,random,red04,red,dominant,rock,rock,draw
86,blue10,blue,random,green13,green,mirror,scissors,rock,loss
86,red05,red,dominant,black02,black,lstm,rock,paper,loss
86,green14,green,mirror,green15,green,mirror,scissors,rock,loss
86,green16,green,mirror,blue11,blue,random,rock,paper,loss
86,green17,green,mirror,blue12,blue,random,scissors,paper,win
86,green18,green,mirror,green19,green,mirror,paper,scissors,loss
86,green20,green,mirror,blue13,blue,random,scissors,rock,loss
86,green21,green,mirror,black03,black,lstm,rock,rock,draw
86,blue14,blue,random,green22,green,mirror,scissors,scissors,draw
86,green23,green,mirror,green24,green,mirror,paper,scissors,loss
86,red06,red,dominant,blue15,blue,random,rock,paper,loss
86,blue16,blue,random,green25,green,mirror,paper,paper,draw
86,red07,red,dominant,black04,black,lstm,paper,scissors,loss
86,red08,red,dominant,green26,green,mirror,scissors,paper,win
86,black05,black,lstm,green27,green,mirror,paper,scissors,loss
86,green28,green,mirror,red09,red,dominant,paper,rock,win
86,purple01,purple,rl,black06,black,lstm,paper,rock,win
86,green29,green,mirror,blue17,blue,random,scissors,rock,loss
86,green30,green,mirror,green31,green,mirror,scissors,rock,loss
86,green32,green,mirror,green33,green,mirror,rock,scissors,win
86,blue18,blue,random,green34,green,mirror,rock,rock,draw
86,green35,green,mirror,black07,black,lstm,rock,scissors,win
86,green36,green,mirror,green37,green,mirror,scissors,rock,loss
86,blue19,blue,random,green38,green,mirror,scissors,rock,loss
86,green39,green,mirror,green40,green,mirror,scissors,rock,loss
86,red10,red,dominant,blue20,blue,random,rock,paper,loss
86,green41,green,mirror,black08,black,lstm,paper,scissors,loss
86,green42,green,mirror,green43,green,mirror,rock,paper,loss
86,green44,green,mirror,blue21,blue,random,rock,rock,draw
86,blue22,blue,random,green45,green,mirror,scissors,rock,loss
86,blue23,blue,random,blue24,blue,random,scissors,paper,win
